% Model,beam.mph
% Version,COMSOL 6.1.0.282
% Date,"Mar 20 2023, 10:13"
% Table,Evaluation Group 1 - 
% freq (Hz),"Displacement magnitude (cm), Point: 6"
408,0.007673357025041579
409,0.0075341447280021625
410,0.007395380996529932
411,0.007257052672990777
412,0.007119146625621982
413,0.006981649757021565
414,0.006844548998288681
415,0.006707831298908871
416,0.0065714836362121285
417,0.00643549299992663
418,0.006299846393357996
419,0.00616453083149689
420,0.006029533338961592
421,0.0058948409390164784
422,0.005760440663648736
423,0.005626319535114616
424,0.005492464577876051
425,0.005358862805778161
426,0.005225501227072036
427,0.00509236683408293
428,0.004959446606628867
429,0.004826727514310322
430,0.004694196503184623
431,0.004561840508211991
432,0.004429646449328221
433,0.0042976012219668605
434,0.004165691719867499
435,0.004033904818575486
436,0.0039022273874558537
437,0.0037706462976343142
438,0.003639148432631643
439,0.0035077206920432046
440,0.003376350018527551
441,0.0032450234067100386
442,0.0031137279463027455
443,0.002982450839575705
444,0.0028511794692012552
445,0.00271990144389432
446,0.002588604703080983
447,0.002457277608553339
448,0.0023259091243048504
449,0.0021944890087838933
450,0.0020630081316629395
451,0.001931458890039853
452,0.001799835826593123
453,0.0016681365462044156
454,0.001536363106559376
455,0.0014045242012217449
456,0.00127263871222382
457,0.0011407417384949636
458,0.0010088953735260863
459,8.772091478064381E-4
460,7.458820398103967E-4
461,6.152975021752814E-4
462,4.8626800126872106E-4
463,3.60782066427751E-4
464,2.4486575196921127E-4
465,1.6158677801962604E-4
466,1.7001395059816553E-4
467,2.620149177048786E-4
468,3.8168389863105283E-4
469,5.102456755751994E-4
470,6.426761436676125E-4
471,7.772573120976987E-4
472,9.132712625614024E-4
473,0.0010503756658727516
474,0.0011883933617744718
475,0.0013272288023703515
476,0.0014668305240892157
477,0.0016071726594790111
478,0.0017482450894101382
479,0.0018900478950899654
480,0.002032588066386673
481,0.0021758774951096097
482,0.002319931650573604
483,0.002464768755956139
484,0.002610409204857487
485,0.00275687517406772
486,0.002904190357638798
487,0.0030523797755132266
488,0.0032014696387108197
489,0.0033514872651117583
490,0.003502461010339279
491,0.0036544202324013744
492,0.0038073952614773436
493,0.003961417392905653
494,0.004116518877607459
495,0.004272732937543069
496,0.004430093768936065
497,0.004588636561811255
498,0.004748397523451795
499,0.004909413897757576
500,0.005071724001783847
501,0.005235367254458738
502,0.0054003842124184884
503,0.00556681660794661
504,0.005734707392222981
505,0.005904100770558129
506,0.006075042267135382
507,0.006247578756751172
508,0.006421758522165562
509,0.0065976313183692716
510,0.006775248418444887
511,0.006954662687571829
512,0.007135928638537764
513,0.007319102503209148
514,0.007504242305429379
515,0.0076914079403694
516,0.007880661245983139
517,0.008072066097971616
518,0.00826568849240233
519,0.008461596633842976
520,0.008659861048387453
521,0.008860554674515441
522,0.009063752983417167
523,0.00926953408306066
524,0.009477978846035934
525,0.009689171046020352
526,0.00990319748215168
527,0.010120148122403612
528,0.010340116272729839
529,0.010563198713940677
530,0.010789495893599394
531,0.011019112090351212
532,0.011252155612708032
533,0.011488739005276848
534,0.011728979252670036
535,0.011972998013293101
536,0.012220921867094496
537,0.012472882560207019
538,0.012729017290845527
539,0.012989468990295358
540,0.013254386640275888
541,0.013523925594734662
542,0.013798247937881071
543,0.014077522854965125
544,0.014361927042574312
545,0.014651645120781289
546,0.014946870092490912
547,0.015247803844227283
548,0.015554657661158213
549,0.015867652789726308
550,0.01618702103404007
551,0.016513005404203192
552,0.016845860811669583
553,0.017185854820176313
554,0.017533268419264496
555,0.017888396923673798
556,0.01825155088881137
557,0.01862305709595021
558,0.019003259673912188
559,0.01939252122463276
560,0.0197912241470112
561,0.020199771952936648
562,0.020618590800199545
563,0.021048131088479895
564,0.021488869229931144
565,0.021941309540348508
566,0.022405986360444958
567,0.022883466296647965
568,0.023374350716941918
569,0.023879278468611806
570,0.024398928853191098
571,0.024934024895653568
572,0.025485336918180067
573,0.026053686491509118
574,0.026639950761901232
575,0.027245067276376413
576,0.027870039258625415
577,0.02851594145383287
578,0.02918392668943453
579,0.029875233054413374
580,0.030591191949743014
581,0.031333237095825306
582,0.03210291451888362
583,0.03290189382268736
584,0.033731980764050505
585,0.03459513145075116
586,0.0354934683718788
587,0.036429298404691286
588,0.03740513335175629
589,0.038423713248564646
590,0.03948803285725061
591,0.040601372004684715
592,0.04176733036112013
593,0.04298986739270279
594,0.044273348464621956
595,0.04562259836969069
596,0.04704296322847562
597,0.04854038303251168
598,0.05012147640983991
599,0.05179364040499157
600,0.0535651684713484
601,0.055445390502779066
602,0.0574448399025924
603,0.059575454268371936
604,0.06185081736293736
605,0.0642864531395348
606,0.06690018487255107
607,0.0697125775108846
608,0.07274748545042778
609,0.07603273838735483
610,0.07960100487101587
611,0.08349089214213021
612,0.08774835977667249
613,0.09242855740546495
614,0.09759824290768593
615,0.10333900611641962
616,0.10975163031588231
617,0.11696208883664395
618,0.1251299402149762
619,0.13446031934592845
620,0.14522146244294515
621,0.15777099233878797
622,0.17259653445593284
623,0.19038069751251818
624,0.2121093544262223
625,0.23926110284130697
626,0.2741590343886738
627,0.3206740794539388
628,0.3857717743168205
629,0.4833771830055439
630,0.6459607864340956
631,0.9708221211131497
632,1.9431200134562991
633,566.2302952403268
634,1.9661267309931965
635,0.9837081077888034
636,0.6569731157476807
637,0.49373437448903773
638,0.3958264291101068
639,0.3305651349419685
640,0.2839522180394931
641,0.2489915600033394
642,0.22179762229247463
643,0.20003961821286623
644,0.18223458518885002
645,0.16739402366190073
646,0.15483366843969656
647,0.14406480668398955
648,0.13472907866377432
649,0.1265577338338346
650,0.11934526975322896
651,0.1129318596595288
652,0.10719133065930071
653,0.1020227486144179
654,0.09734440789283602
655,0.09308946075101389
656,0.08920268664368555
657,0.08563806981800683
658,0.08235695781031817
659,0.07932664548662524
660,0.07651927335533493
661,0.0739109623152114
662,0.07148112719746977
663,0.069211927826316
664,0.06708782604528106
665,0.0650952262230259
666,0.06322218070251204
667,0.06145814752543739
668,0.05979378959770998
669,0.05822080729235337
670,0.05673179827367183
671,0.05532013940892686
672,0.053979886840197756
673,0.05270569112740268
674,0.05149272469118845
675,0.05033661972299822
676,0.049233414671357466
677,0.04817950815331299
678,0.04717161884169593
679,0.046206750746495565
680,0.04528216281132441
681,0.04439534238086615
682,0.04354398189959466
683,0.042725958366491505
684,0.0419393152579164
685,0.0411822465546735
686,0.040453082483220715
687,0.039750276937265065
688,0.0390723962427308
689,0.038418109067813254
690,0.03778617750383947
691,0.03717544898865918
692,0.036584849060993345
693,0.036013374862962
694,0.03546008928770828
695,0.03492411564459865
696,0.03440463288603489
697,0.03390087124608831
698,0.03341210831462018
699,0.03293766543867038
700,0.0324769044526946
701,0.0320292247165462
702,0.031594060364228155
703,0.031170877871319277
704,0.03075917372542261
705,0.030358472372086564
706,0.02996832430455547
707,0.029588304276582468
708,0.02921800971105771
709,0.028857059190905816
710,0.02850509109738631
711,0.028161762343209534
712,0.027826747177986628
713,0.0274997361329781
714,0.027180435002974228
715,0.026868563904640076
716,0.02656385643940029
717,0.026266058868173493
718,0.025974929376811486
719,0.025690237382054042
720,0.025411762889563094
721,0.025139295884507817
722,0.02487263577163858
723,0.02461159086342417
724,0.024355977877934386
725,0.02410562148968104
726,0.02386035389554656
727,0.023620014420046638
728,0.02338444914333654
729,0.023153510538089676
730,0.022927057151041937
731,0.022704953289122948
732,0.022487068725089696
733,0.022273278432754336
734,0.02206346232219272
735,0.02185750499749888
736,0.02165529553712815
737,0.021456727273250528
738,0.02126169758463225
739,0.021070107715260477
740,0.020881862589173284
741,0.020696870639583444
742,0.02051504364712034
743,0.020336296593560163
744,0.020160547510713365
745,0.019987717347869808
746,0.0198177298442622
747,0.01965051139980006
748,0.019485990969860503
749,0.019324099946874448
750,0.019164772058427152
751,0.019007943274147156
752,0.018853551699733552
753,0.018701537498492578
754,0.018551842802914664
755,0.0184044116328217
756,0.01825918982083131
757,0.01811612493564442
758,0.01797516621965423
759,0.017836264514038757
760,0.017699372202245395
761,0.017564443146526082
762,0.017431432632362426
763,0.01730029731501902
764,0.017170995160569677
765,0.01704348540520752
766,0.01691772850290576
767,0.016793686079845414
768,0.016671320890789973
769,0.01655059678043517
770,0.01643147863776808
771,0.016313932361631957
772,0.01619792481803269
773,0.016083423781357065
774,0.015970397759390804
775,0.015858831785851568
776,0.015748653241930446
777,0.015639874123341543
778,0.015532453880389844
779,0.015426365143201993
780,0.015321581415483518
781,0.015218076928112561
782,0.015115826611754037
783,0.015014806055636867
784,0.014914991494631878
785,0.014816359783211037
786,0.014718888376757234
787,0.014622555306231756
788,0.014527339169933989
789,0.014433219106614454
790,0.014340174781384087
791,0.014248186369388358
792,0.014157234539976868
793,0.014067300438760151
794,0.01397836567694372
795,0.01389041231324524
796,0.013803422843862819
797,0.01371738018382938
798,0.013632267660144286
799,0.013548068995702933
800,0.013464768299115054
801,0.013382350053466139
802,0.013300799102857946
803,0.013220100644573256
804,0.013140240217362134
805,0.013061203693246563
806,0.012982977264430135
807,0.012905547437389042
808,0.012828901023254097
809,0.012753025128649413
810,0.012677907146133599
811,0.012603534748940153
812,0.012529895880970265
813,0.012456978751596747
814,0.012384771824662869
815,0.012313263815999983
816,0.012242443681382997
817,0.012172300615885007
818,0.012102824042318208
819,0.012034003608786724
820,0.011965829180009012
821,0.01189829083389188
822,0.011831378854437847
823,0.011765083725386385
824,0.011699396128405513
825,0.011634306934458879
826,0.011569807200618528
827,0.011505888165445014
828,0.011442541243070266
829,0.011379758020991785
830,0.011317530252933337
831,0.011255849856022038
832,0.011194708907857984
833,0.011134099640030643
834,0.01107401443651915
835,0.011014445830319892
836,0.010955386492988268
837,0.01089682924485193
838,0.010838767037797938
839,0.01078119295944316
840,0.010724100227322732
841,0.010667482187426813
842,0.01061133230944648
843,0.010555644185716572
844,0.010500411526024375
845,0.010445628157231225
846,0.010391288018868827
847,0.010337385160177954
848,0.01028391374071085
849,0.010230868023279483
850,0.010178242374706261
851,0.010126031262927528
852,0.010074229254010086
853,0.010022831010500973
854,0.00997183128826578
855,0.009921224936184463
856,0.00987100689311135
857,0.009821172184813638
858,0.009771715923820576
859,0.009722633307100952
860,0.009673919612881028
861,0.009625570200783602
862,0.00957758050830185
863,0.009529946051159472
864,0.009482662419649814
865,0.009435725279140881
866,0.009389130362412873
867,0.0093428734801199
868,0.009296950507345591
869,0.009251357388382515
870,0.009206090133251132
871,0.009161144817296199
872,0.009116517579346499
873,0.009072204620029521
874,0.009028202202114028
875,0.008984506646787491
876,0.008941114334564527
877,0.008898021702939855
878,0.008855225245462036
879,0.008812721511399432
880,0.008770507102872464
881,0.008728578675817075
882,0.008686932937182328
883,0.00864556664558248
884,0.008604476608147412
885,0.008563659681920983
886,0.008523112771202322
887,0.008482832827148352
888,0.008442816847348815
889,0.008403061874080213
890,0.008363564993440556
891,0.008324323336340495
892,0.008285334074351496
893,0.00824659442232263
894,0.008208101635032583
895,0.008169853007675698
896,0.008131845875045406
897,0.008094077610816625
898,0.008056545626232857
899,0.008019247369387642
900,0.007982180325770541
901,0.007945342016020273
902,0.007908729996590366
903,0.007872341857607178
904,0.007836175224139045
905,0.00780022775427035
906,0.007764497138333717
907,0.007728981099059178
908,0.007693677390478512
909,0.007658583798510626
910,0.007623698138097115
911,0.007589018254930474
912,0.007554542024056054
913,0.007520267348954918
914,0.007486192161733381
915,0.007452314421932819
916,0.007418632116921338
917,0.0073851432604912035
918,0.0073518458933844715
919,0.007318738081247567
920,0.007285817916247102
921,0.0072530835148137355
922,0.007220533018860822
923,0.007188164593705446
924,0.0071559764284567905
925,0.0071239667363655656
926,0.007092133752703921
927,0.007060475736004147
928,0.007028990966871853
929,0.006997677747589865
930,0.006966534401694772
931,0.006935559274614241
932,0.00690475073167265
933,0.006874107159313455
934,0.006843626963847396
935,0.006813308570903661
936,0.0067831504260949475
937,0.006753150993959049
938,0.006723308758076222
939,0.006693622220120828
940,0.00666408990030939
941,0.006634710336487308
942,0.006605482084329347
943,0.006576403716798082
944,0.006547473823861075
945,0.006518691012877054
946,0.0064900539066519115
947,0.0064615611449195505
948,0.00643321138350553
949,0.006405003293900833
950,0.006376935562903165
951,0.006349006893031618
952,0.006321216001111283
953,0.006293561619941785
954,0.006266042495519271
955,0.006238657389554995
956,0.006211405076731191
957,0.0061842843465798976
958,0.00615729400173741
959,0.006130432858711956
960,0.006103699747168732
961,0.006077093509916195
962,0.00605061300266623
963,0.00602425709410446
964,0.005998024665031718
965,0.005971914608798708
966,0.005945925831157374
967,0.005920057249633475
968,0.00589430779345345
969,0.00586867640394014
970,0.005843162033393946
971,0.0058177636461134
972,0.005792480217050411
973,0.00576731073235633
974,0.0057422541891328565
975,0.005717309595190481
976,0.005692475969119577
977,0.005667752339914633
978,0.005643137746982471
979,0.005618631240686085
980,0.005594231881730191
981,0.005569938742346432
982,0.005545750910222389
983,0.005521667498867491
984,0.0054976877278616835
985,0.005473812542049232
986,0.00545003760907861
987,0.005426359508760364
988,0.005402784407431085
989,0.005379308556718135
990,0.00535593099650348
991,0.005332650870716807
992,0.005309467345902166
993,0.005286379600338226
994,0.0052633868226927335
995,0.005240488210055873
996,0.005217682968510283
997,0.005194970313663191
998,0.005172349468309228
999,0.005149819665199188
1000,0.005127380145119822
1001,0.005105030157792982
1002,0.005082768961215483
1003,0.005060595822847147
1004,0.005038510018746646
1005,0.005016510833941752
1006,0.004994597562745394
1007,0.004972769508896343
1008,0.00495102598567022
1009,0.004929366316363803
1010,0.004907789834875731
1011,0.004886295885180536
1012,0.004864883823027164
1013,0.004843553015979885
1014,0.004822302844168063
1015,0.004801132701145192
1016,0.004780041995428885
1017,0.004759030151145542
1018,0.004738096609955045
1019,0.004717240833042999
1020,0.004696462303708012
1021,0.0046757605289247045
1022,0.00465513504471457
1023,0.004634585419484197
1024,0.004614111259690916
1025,0.004593712216340049
1026,0.004573387994495268
1027,0.00455313836444578
1028,0.004532963174888717
1029,0.004512862373678644
1030,0.0044928360328319004
1031,0.004472884380531497
1032,0.004453007849245389
1033,0.004433207138606009
1034,0.004413483305911631
1035,0.0043938378983664084
1036,0.004374273142648233
1037,0.0043547922429153585
1038,0.0043353998374740235
1039,0.004316102754287055
1040,0.0042969112889185476
1041,0.004277841508896608
1042,0.004258919667427669
1043,0.00424019142167211
1044,0.004221743261992305
1045,0.004203760412944586
1046,0.004186722262865821
1047,0.0041723662607371596
1048,0.00417564884379436
1049,0.0040853340823622615
1050,0.004092025280350287
1051,0.004078167425453729
1052,0.004061554949416503
1053,0.004044073024311291
1054,0.00402622893737518
1055,0.00400821624422044
1056,0.003990124651623288
1057,0.003972001291457745
1058,0.003953873195188679
1059,0.0039357568863591244
1060,0.003917662964827962
1061,0.0038995984788959075
1062,0.003881568247232635
1063,0.003863575628403795
1064,0.003845622994023023
1065,0.003827712029209622
1066,0.0038098439302627894
1067,0.003792019536590866
1068,0.003774239423786687
1069,0.0037565039690141415
1070,0.0037388133970515346
1071,0.0037211678154238865
1072,0.0037035672388298
1073,0.0036860116105613015
1074,0.003668500814486923
1075,0.0036510346888709204
1076,0.0036336130341172545
1077,0.003616235619646109
1078,0.003598902189737441
1079,0.0035816124688196785
1080,0.0035643661631878892
1081,0.003547162966129004
1082,0.0035300025583445923
1083,0.0035128846116577015
1084,0.0034958087890091757
1085,0.003478774747663817
1086,0.003461782138347931
1087,0.003444830607838791
1088,0.0034279197989139807
1089,0.003411049351406223
1090,0.003394218902368948
1091,0.0033774280871607517
1092,0.0033606765391684564
1093,0.0033439638910740567
1094,0.003327289773916695
1095,0.0033106538185712865
1096,0.0032940556553567326
1097,0.0032774949143732084
1098,0.0032609712255713716
1099,0.0032444842188133188
1100,0.0032280335242787722
1101,0.0032116187726505194
1102,0.003195239594832206
1103,0.0031788956218636324
1104,0.003162586485816
1105,0.0031463118189231933
1106,0.0031300712544891493
1107,0.0031138644258926975
1108,0.0030976909676839522
1109,0.00308155051497323
1110,0.0030654427034647012
1111,0.0030493671701646453
1112,0.00303332355201495
1113,0.003017311487425615
1114,0.0030013306150432784
1115,0.0029853805747226446
1116,0.0029694610071694175
1117,0.0029535715532725856
1118,0.0029377118552789674
1119,0.002921881555881018
1120,0.0029060802985972217
1121,0.002890307728025617
1122,0.0028745634887333595
1123,0.0028588472266614516
1124,0.002843158588301507
1125,0.002827497220682145
1126,0.0028118627716348706
1127,0.0027962548896449894
1128,0.0027806732236836922
1129,0.0027651174235856736
1130,0.0027495871395538233
1131,0.0027340820224628086
1132,0.0027186017238219223
1133,0.0027031458954771205
1134,0.002687714190088235
1135,0.0026723062603286013
1136,0.002656921759925015
1137,0.0026415603425643955
1138,0.002626221662687453
1139,0.0026109053749417722
1140,0.002595611134360331
1141,0.002580338596501147
1142,0.0025650874170509027
1143,0.0025498572520890666
1144,0.002534647758008036
1145,0.0025194585914177186
1146,0.002504289409081536
1147,0.0024891398681863046
1148,0.0024740096257877798
1149,0.002458898339414245
1150,0.0024438056664863646
1151,0.0024287312647165737
1152,0.002413674791735054
1153,0.002398635905155701
1154,0.0023836142630758155
1155,0.002368609523000599
1156,0.0023536213427767915
1157,0.0023386493800466304
1158,0.0023236932925179013
1159,0.0023087527375574247
1160,0.0022938273726899818
1161,0.0022789168551179367
1162,0.002264020841725856
1163,0.002249138989543915
1164,0.0022342709548411766
1165,0.0022194163942709346
1166,0.0022045749636161495
1167,0.0021897463186530677
1168,0.002174930114566847
1169,0.0021601260065478487
1170,0.00214533364890071
1171,0.0021305526958923034
1172,0.00211578280118668
1173,0.0021010236177787314
1174,0.0020862747983995842
1175,0.002071535995118118
1176,0.002056806859519058
1177,0.0020420870423220475
1178,0.0020273761939199374
1179,0.002012673963859995
1180,0.001997980001080467
1181,0.0019832939539168966
1182,0.001968615469532436
1183,0.001953944194830963
1184,0.0019392797754875304
1185,0.0019246218566842013
1186,0.0019099700824120472
1187,0.0018953240959944562
1188,0.0018806835398415907
1189,0.0018660480553462859
1190,0.0018514172828005032
1191,0.0018367908616248845
1192,0.001822168430271769
1193,0.0018075496258475772
1194,0.00179293408472997
1195,0.001778321441953373
1196,0.001763711331244876
1197,0.0017491033855419917
1198,0.0017344972362708278
1199,0.0017198925137303272
1200,0.00170528884694522
1201,0.001690685863526553
1202,0.0016760831899839828
1203,0.0016614804513536063
1204,0.0016468772712934974
1205,0.0016322732720995116
1206,0.0016176680745300374
1207,0.0016030612980672278
1208,0.001588452560641859
1209,0.001573841478623317
1210,0.0015592276668832093
1211,0.001544610738809094
1212,0.0015299903062467172
1213,0.0015153659792236122
1214,0.0015007373665306455
