freq,velocity,force
371.5,8.92665e-05,-0.00353327
372.0,0.00010079,-0.00353328
372.5,0.000104059,-0.00353582
373.0,0.00010479,-0.003529
373.5,9.07782e-05,-0.00354681
374.0,8.53534e-05,-0.0035494
374.5,8.9481e-05,-0.00355334
375.0,0.000107299,-0.00356336
375.5,0.00010986,-0.00355824
376.0,0.000100387,-0.00356374
376.5,9.13174e-05,-0.00356181
377.0,9.69411e-05,-0.00356136
377.5,9.95507e-05,-0.00358048
378.0,0.000101445,-0.0035935
378.5,0.000104188,-0.00359959
379.0,9.45624e-05,-0.00360296
379.5,8.82461e-05,-0.00362118
380.0,7.51815e-05,-0.00361529
380.5,7.77716e-05,-0.00363628
381.0,9.1658e-05,-0.00363746
381.5,8.61511e-05,-0.00363652
382.0,7.68603e-05,-0.00364051
382.5,7.13657e-05,-0.00364267
383.0,7.52494e-05,-0.00365064
383.5,8.15612e-05,-0.00365953
384.0,7.92965e-05,-0.00366486
384.5,7.96392e-05,-0.0036711
385.0,7.57161e-05,-0.00368606
385.5,6.28263e-05,-0.00369942
386.0,5.72808e-05,-0.00370334
386.5,6.16269e-05,-0.0036974
