freq,Coherence
595.5,0.999889
596.0,0.999791
596.5,0.999824
597.0,0.999852
597.5,0.999906
598.0,0.99983
598.5,0.999791
599.0,0.999806
599.5,0.999865
600.0,0.999853
600.5,0.999889
601.0,0.999799
601.5,0.999743
602.0,0.999815
602.5,0.999746
603.0,0.999783
603.5,0.999699
604.0,0.99964
604.5,0.999668
605.0,0.999751
605.5,0.999741
606.0,0.999679
606.5,0.999535
607.0,0.999662
607.5,0.999672
608.0,0.999543
608.5,0.999419
609.0,0.999495
609.5,0.999664
610.0,0.99956
610.5,0.999491
611.0,0.99967
611.5,0.999668
612.0,0.999748
612.5,0.999764
613.0,0.999644
613.5,0.999501
614.0,0.99959
614.5,0.999745
615.0,0.999547
615.5,0.999457
616.0,0.999643
616.5,0.999739
617.0,0.999563
617.5,0.999585
618.0,0.999575
618.5,0.999647
619.0,0.999698
619.5,0.999585
620.0,0.999663
620.5,0.999396
621.0,0.999539
621.5,0.99966
622.0,0.99961
622.5,0.999188
623.0,0.999295
623.5,0.999544
624.0,0.999464
624.5,0.999594
625.0,0.999652
625.5,0.999181
626.0,0.999271
626.5,0.999529
627.0,0.999391
627.5,0.999443
628.0,0.999408
628.5,0.999428
629.0,0.999244
629.5,0.999218
630.0,0.999084
630.5,0.999487
631.0,0.998955
631.5,0.999239
632.0,0.999491
632.5,0.999577
633.0,0.999296
633.5,0.999475
634.0,0.999272
634.5,0.999211
635.0,0.998971
635.5,0.998982
636.0,0.999261
636.5,0.999198
637.0,0.99873
637.5,0.999248
638.0,0.999295
638.5,0.998631
639.0,0.998651
639.5,0.998023
640.0,0.99814
640.5,0.995629
641.0,0.997162
641.5,0.997437
642.0,0.997522
642.5,0.996334
643.0,0.994321
643.5,0.98986
644.0,0.990668
644.5,0.988872
645.0,0.986421
645.5,0.987862
646.0,0.986439
646.5,0.982915
647.0,0.98789
647.5,0.972652
648.0,0.959295
648.5,0.954423
649.0,0.947128
649.5,0.935633
650.0,0.943683
650.5,0.932238
651.0,0.945377
651.5,0.957285
652.0,0.936219
652.5,0.887649
653.0,0.883474
653.5,0.906177
654.0,0.906102
654.5,0.917787
655.0,0.939344
655.5,0.932487
656.0,0.92143
656.5,0.935935
657.0,0.942453
657.5,0.924154
658.0,0.94762
658.5,0.938169
659.0,0.934966
659.5,0.956012
660.0,0.939018
660.5,0.921924
661.0,0.945805
661.5,0.956351
662.0,0.952071
662.5,0.949211
663.0,0.94504
663.5,0.942757
664.0,0.941797
664.5,0.939285
665.0,0.900497
665.5,0.890477
666.0,0.935167
666.5,0.946694
667.0,0.917138
667.5,0.929362
668.0,0.928826
668.5,0.930299
669.0,0.943975
669.5,0.952015
670.0,0.923038
670.5,0.915993
671.0,0.931883
671.5,0.891549
672.0,0.933537
672.5,0.931385
673.0,0.919253
673.5,0.942062
674.0,0.94484
674.5,0.918532
675.0,0.934021
675.5,0.90649
676.0,0.901024
676.5,0.919808
677.0,0.909997
677.5,0.943151
678.0,0.917201
678.5,0.911355
679.0,0.933378
679.5,0.904758
680.0,0.912847
680.5,0.937474
681.0,0.920753
681.5,0.926462
682.0,0.929068
682.5,0.94567
683.0,0.936122
683.5,0.948916
684.0,0.941741
684.5,0.927594
685.0,0.946519
685.5,0.954734
686.0,0.95601
686.5,0.9268
687.0,0.939277
687.5,0.958456
688.0,0.979131
688.5,0.972688
689.0,0.965315
689.5,0.950751
690.0,0.957128
690.5,0.97172
691.0,0.963275
691.5,0.965966
692.0,0.967532
692.5,0.967047
693.0,0.96962
693.5,0.969268
694.0,0.974242
694.5,0.968396
695.0,0.966326
695.5,0.967732
696.0,0.963298
696.5,0.970557
697.0,0.982293
697.5,0.981902
698.0,0.978322
698.5,0.976076
699.0,0.966824
699.5,0.975586
700.0,0.988051
700.5,0.975515
701.0,0.977087
701.5,0.985124
702.0,0.985084
702.5,0.992665
703.0,0.993922
703.5,0.990094
704.0,0.989945
704.5,0.991753
705.0,0.993268
705.5,0.994937
706.0,0.991839
706.5,0.984718
707.0,0.988815
707.5,0.990135
708.0,0.993791
708.5,0.994543
709.0,0.996055
709.5,0.993745
710.0,0.993838
710.5,0.994514
711.0,0.992553
711.5,0.992512
712.0,0.994407
712.5,0.992963
713.0,0.994082
713.5,0.993408
714.0,0.990929
714.5,0.991454
715.0,0.988483
715.5,0.991531
716.0,0.995218
716.5,0.994739
717.0,0.994044
717.5,0.994719
718.0,0.995376
718.5,0.994863
719.0,0.995892
719.5,0.99485
720.0,0.995102
720.5,0.995175
721.0,0.994969
721.5,0.994349
722.0,0.995829
722.5,0.995645
723.0,0.993669
723.5,0.992085
724.0,0.992834
724.5,0.991961
725.0,0.995525
725.5,0.995099
726.0,0.995874
726.5,0.996743
727.0,0.997155
727.5,0.998333
728.0,0.99754
728.5,0.994842
729.0,0.995984
729.5,0.997452
730.0,0.997408
730.5,0.995549
731.0,0.993292
731.5,0.99657
732.0,0.997058
732.5,0.997335
733.0,0.997861
733.5,0.998523
734.0,0.998602
734.5,0.997089
735.0,0.997438
735.5,0.997621
736.0,0.997389
736.5,0.996948
737.0,0.997442
737.5,0.998252
738.0,0.998709
738.5,0.997984
739.0,0.99761
739.5,0.996778
740.0,0.995694
740.5,0.996888
741.0,0.997668
741.5,0.997608
742.0,0.997526
742.5,0.998311
743.0,0.998732
743.5,0.998197
744.0,0.998298
744.5,0.998679
745.0,0.998788
745.5,0.998527
746.0,0.997899
746.5,0.997703
747.0,0.998005
747.5,0.997818
748.0,0.998226
748.5,0.998586
749.0,0.998315
749.5,0.998279
750.0,0.998081
750.5,0.997793
751.0,0.997692
751.5,0.997818
752.0,0.997394
752.5,0.998483
753.0,0.998518
753.5,0.997993
754.0,0.998427
754.5,0.998663
755.0,0.997967
755.5,0.997959
756.0,0.998087
756.5,0.998431
757.0,0.998767
757.5,0.998614
758.0,0.998861
758.5,0.998474
759.0,0.997765
759.5,0.997234
760.0,0.99826
760.5,0.998778
761.0,0.998287
761.5,0.99792
762.0,0.997147
762.5,0.997317
763.0,0.998102
763.5,0.997483
764.0,0.996286
764.5,0.997691
765.0,0.998202
765.5,0.998418
766.0,0.998088
766.5,0.997661
767.0,0.997969
767.5,0.998354
768.0,0.997639
768.5,0.997844
769.0,0.998263
769.5,0.997543
770.0,0.997073
770.5,0.997093
771.0,0.998402
771.5,0.998916
772.0,0.998667
772.5,0.998717
773.0,0.998381
773.5,0.99798
